,Batsman,Mode of Dismissal,Runs Scored,Balls Faced,Fours,Sixes,Strike Rate,Innings,Location,Date,Batting Position,Format,Year,Match,Series
1184,Jonny Bairstow,c A Rahane b R Jadeja,2,7,0,0,28.57,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",6,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1185,Samit Patel,c M Dhoni b R Jadeja,18,33,2,0,54.55,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",7,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1186,Tim Bresnan,c S Raina b Manoj Tiwary,0,4,0,0,0.00,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",8,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1187,Graeme Swann,not out,10,11,1,1,90.91,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",9,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1188,Stuart Meaker,lbw b R Ashwin,1,6,0,0,16.67,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",10,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1189,Steven Finn,c M Dhoni b R Ashwin,2,4,0,0,50.00,2,"Eden Gardens, Kolkata","Oct 25, 02:30 PM LOCAL",11,ODI,2011,"India vs England, 5th ODI - Live Cricket Score, Commentary",England in India 2011
1190,Robin Uthappa,c C Kieswetter b T Bresnan,1,3,0,0,33.33,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",1,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1191,Ajinkya Rahane,c C Kieswetter b S Finn,0,3,0,0,0.00,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",2,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1192,Virat Kohli,c A Hales b T Bresnan,15,16,3,0,93.75,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",3,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1193,Suresh Raina,c J Bairstow b S Finn,39,29,4,2,134.48,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",4,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1194,Manoj Tiwary,b Samit Patel,15,17,0,0,88.24,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",5,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1195,MS Dhoni,run out (J Dernbach),21,26,0,1,80.77,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",6,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1196,Ravindra Jadeja,b S Finn,0,1,0,0,0.00,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",7,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1197,Yusuf Pathan,b R Bopara,10,12,1,0,83.33,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",8,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1198,Praveen Kumar,b R Bopara,0,2,0,0,0.00,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",9,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1199,Ravichandran Ashwin,not out,17,11,3,0,154.55,1,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",10,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1200,Alex Hales,c A Rahane b Y Pathan,11,19,0,0,57.89,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",1,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1201,Craig Kieswetter,c Manoj Tiwary b R Jadeja,12,10,2,0,120.00,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",2,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1202,Kevin Pietersen,lbw b S Raina,53,39,5,3,135.90,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",3,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1203,Samit Patel,c Manoj Tiwary b V Kohli,21,25,1,1,84.00,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",4,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1204,Ravi Bopara,not out,14,16,1,0,87.50,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",5,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1205,Jonny Bairstow,not out,2,3,0,0,66.67,2,"Eden Gardens, Kolkata","Oct 29, 06:30 PM LOCAL",6,T20,2011,"India vs England, Only T20I - Live Cricket Score, Commentary",England in India 2011
1206,Graeme Smith,b D Bollinger,0,6,0,0,0.00,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",1,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1207,Hashim Amla,run out (D Warner/M Wade),4,6,0,0,66.67,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",2,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1208,Colin Ingram,c Pat Cummins b James Pattinson,33,28,3,1,117.86,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",3,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1209,Jean-Paul Duminy,c Shane Watson b Pat Cummins,67,53,6,3,126.42,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",4,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1210,David Miller,c D Warner b Pat Cummins,20,19,2,0,105.26,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",5,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1211,Johan Botha,c Cameron White b Pat Cummins,4,2,1,0,200.00,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",6,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1212,Robin Peterson,b Shane Watson,6,4,1,0,150.00,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",7,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1213,Heino Kuhn,not out,1,1,0,0,100.00,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",8,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1214,Rusty Theron,not out,0,1,0,0,0.00,1,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",9,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1215,Shane Watson,c D Miller b M Morkel,52,39,6,2,133.33,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",1,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1216,David Warner,run out (M Morkel),0,1,0,0,0.00,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",2,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1217,Shaun Marsh,b J Botha,25,19,3,0,131.58,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",3,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1218,David Hussey,c J Duminy b L Tsotsobe,25,27,1,1,92.59,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",4,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1219,Cameron White,c D Miller b R Peterson,28,22,1,1,127.27,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",5,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1220,Steven Smith,not out,8,9,1,0,88.89,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",6,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1221,Matthew Wade,not out,1,1,0,0,100.00,2,"Newlands, Cape Town","Oct 13, 06:00 PM LOCAL",7,T20,2011,"South Africa vs Australia, 1st T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1222,David Warner,c C Ingram b M Morkel,0,9,0,0,0.00,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",1,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1223,Matthew Wade,c H Kuhn b L Tsotsobe,10,13,0,1,76.92,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",2,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1224,Shaun Marsh,c H Kuhn b J Theron,26,23,2,2,113.04,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",3,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1225,David Hussey,c D Miller b J Botha,12,14,1,0,85.71,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",4,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1226,Cameron White,run out (W Parnell),39,26,4,1,150.00,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",5,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1227,Steven Smith,c D Miller b L Tsotsobe,9,8,0,0,112.50,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",6,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1228,Mitchell Marsh,b M Morkel,36,21,0,4,171.43,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",7,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1229,Steve OKeefe,c H Kuhn b J Theron,3,3,0,0,100.00,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",8,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1230,James Pattinson,not out,5,3,1,0,166.67,1,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",9,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1231,Hashim Amla,b D Bollinger,4,6,1,0,66.67,2,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",1,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1232,Graeme Smith,c & b D Hussey,24,22,1,1,109.09,2,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",2,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1233,Colin Ingram,b Pat Cummins,5,6,1,0,83.33,2,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",3,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1234,Jean-Paul Duminy,c D Hussey b Pat Cummins,0,4,0,0,0.00,2,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",4,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
1235,Johan Botha,c James Pattinson b S O'Keefe,34,28,3,1,121.43,2,"The Wanderers Stadium, Johannesburg","Oct 16, 02:30 PM LOCAL",5,T20,2011,"South Africa vs Australia, 2nd T20I - Live Cricket Score, Commentary",Australia in South Africa 2011
